Lactobacillus_1004751_1002655_0_0_0_0_0,4
Lactobacillus_1014816_1012648_0_0_0_0_0,4
Lactobacillus_1021709_1024219_1_1_0_0_0,9
Lactobacillus_1021839_1024229_1_1_0_0_0,4
Lactobacillus_1021927_1024216_1_1_0_0_0,4
Lactobacillus_1021933_1024276_1_1_0_0_0,3
Lactobacillus_1021943_1024301_1_1_0_0_0,3
Lactobacillus_1022012_1024288_1_1_0_0_1,3
Lactobacillus_1022018_1024184_1_1_0_0_0,4
Lactobacillus_1022021_1024369_1_1_0_0_0,4
Lactobacillus_1022037_1024214_1_1_0_0_1,4
Lactobacillus_1022045_1024264_1_1_0_0_0,3
Lactobacillus_1022063_1024299_1_1_0_0_1,3
Lactobacillus_1022077_1024314_1_1_0_0_0,5
Lactobacillus_1022091_1024302_1_1_0_0_0,6
Lactobacillus_1022111_1024190_1_1_0_0_0,3
Lactobacillus_1022122_1024346_1_1_0_0_0,3
Lactobacillus_1022128_1024361_1_1_0_0_0,3
Lactobacillus_1022134_1024290_1_1_0_0_0,4
Lactobacillus_1022135_1024299_1_1_0_0_0,5
Lactobacillus_1022143_1024322_1_1_0_0_0,4
Lactobacillus_1022164_1024187_1_1_0_0_0,4
Lactobacillus_1022171_1024356_1_1_0_0_0,3
Lactobacillus_1022182_1024340_1_1_0_0_0,3
Lactobacillus_1022212_1024236_1_1_0_0_0,3
Lactobacillus_1022221_1024214_1_1_0_0_1,4
Lactobacillus_1022260_1024208_1_1_0_0_0,4
Lactobacillus_1022278_1024352_1_1_0_0_0,3
Lactobacillus_1022294_1024258_1_1_0_0_0,5
Lactobacillus_1022301_1024279_1_1_0_0_0,3
Lactobacillus_1022313_1024178_1_1_0_0_0,3
Lactobacillus_1022329_1024293_1_1_0_0_0,4
Lactobacillus_1022345_1024228_1_1_0_0_0,4
Lactobacillus_1022346_1024249_1_1_0_0_0,3
Lactobacillus_1022381_1024251_1_1_0_0_1,3
Lactobacillus_1022420_1024235_1_1_0_0_0,3
Lactobacillus_1022446_1024371_1_1_0_0_0,3
Lactobacillus_1022451_1024190_1_1_0_0_1,4
Lactobacillus_1022558_1024285_1_1_0_0_0,3
Lactobacillus_1022564_1024370_1_1_0_0_0,3
Lactobacillus_1022626_1024291_1_1_0_0_0,4
Lactobacillus_1024182_1026327_1_1_0_0_0,5
Lactobacillus_1024183_1025981_1_1_0_0_0,5
Lactobacillus_1024183_1026188_1_1_0_0_0,5
Lactobacillus_1024186_1026022_1_1_0_0_0,4
Lactobacillus_1024189_1026233_1_1_0_0_0,4
Lactobacillus_1024210_1026302_1_1_0_0_0,4
Lactobacillus_1024218_1025967_1_1_0_0_0,4
Lactobacillus_1024221_1026315_1_1_0_0_1,6
Lactobacillus_1024228_1026328_1_1_0_0_0,4
Lactobacillus_1024229_1026439_1_1_0_0_0,4
Lactobacillus_1024235_1026288_1_1_0_0_0,3
Lactobacillus_1024246_1025814_1_1_0_0_0,3
Lactobacillus_1024248_1026593_1_1_0_0_0,3
Lactobacillus_1024257_1026292_1_1_0_0_2,3
Lactobacillus_1024260_1026402_1_1_0_0_0,3
Lactobacillus_1024261_1026093_1_1_0_0_0,4
Lactobacillus_1024267_1026270_1_1_0_0_0,3
Lactobacillus_1024273_1026500_1_1_0_0_0,4
Lactobacillus_1024273_1026634_1_1_0_0_0,4
Lactobacillus_1024285_1026641_1_1_0_0_0,3
Lactobacillus_1024287_1026421_1_1_0_0_0,3
Lactobacillus_1024291_1026682_1_1_0_0_1,5
Lactobacillus_1024296_1026316_1_1_0_0_0,3
Lactobacillus_1024300_1026594_1_1_0_0_0,5
Lactobacillus_1024301_1025949_1_1_0_0_0,3
Lactobacillus_1024309_1026440_1_1_0_0_0,3
Lactobacillus_1024314_1026612_1_1_0_0_0,5
Lactobacillus_1024317_1026782_1_1_0_0_0,3
Lactobacillus_1024322_1026431_1_1_0_0_0,4
Lactobacillus_1024341_1026762_1_1_0_0_1,3
Lactobacillus_1024343_1026618_1_1_0_0_0,3
Lactobacillus_1024347_1026652_1_1_0_0_0,3
Lactobacillus_1024349_1026795_1_1_0_0_0,3
Lactobacillus_1024350_1026514_1_1_0_0_0,3
Lactobacillus_1024353_1026185_1_1_0_0_0,3
Lactobacillus_1024362_1026405_1_1_0_0_0,4
Lactobacillus_1028283_1025996_0_0_0_0_0,4
Lactobacillus_1032100_1034503_1_1_0_0_1,3
Lactobacillus_1032346_1034510_1_1_0_0_0,3
Lactobacillus_1043303_1045842_1_1_0_0_0,3
Lactobacillus_1043424_1045807_1_1_0_0_0,3
Lactobacillus_1043444_1045786_1_1_0_0_0,3
Lactobacillus_1043593_1045784_1_1_0_0_0,3
Lactobacillus_1043600_1045803_1_1_0_0_0,3
Lactobacillus_1043622_1045778_1_1_0_0_1,3
Lactobacillus_1043700_1045797_1_1_0_0_0,3
Lactobacillus_1043735_1045770_1_1_0_0_0,3
Lactobacillus_1043741_1045750_1_1_0_0_0,3
Lactobacillus_1043748_1045827_1_1_0_0_0,3
Lactobacillus_1043752_1045784_1_1_0_0_0,3
Lactobacillus_1043786_1045812_1_1_0_0_0,3
Lactobacillus_1043789_1045858_1_1_0_0_0,3
Lactobacillus_1043797_1045825_1_1_0_0_0,3
Lactobacillus_1043984_1045776_1_1_0_0_0,3
Lactobacillus_1044021_1045821_1_1_0_0_0,3
Lactobacillus_1045747_1047669_1_1_0_0_0,3
Lactobacillus_1045753_1047751_1_1_0_0_0,3
Lactobacillus_1045756_1047814_1_1_0_0_0,3
Lactobacillus_1045762_1047762_1_1_0_0_0,3
Lactobacillus_1045762_1047894_1_1_0_0_0,3
Lactobacillus_1045766_1047818_1_1_0_0_0,3
Lactobacillus_1045770_1048067_1_1_0_0_0,4
Lactobacillus_1045772_1047648_1_1_0_0_1,3
Lactobacillus_1045774_1047847_1_1_0_0_0,3
Lactobacillus_1045778_1048192_1_1_0_0_0,3
Lactobacillus_1045782_1048151_1_1_0_0_0,3
Lactobacillus_1045783_1047733_1_1_0_0_0,3
Lactobacillus_1045784_1047735_1_1_0_0_0,3
Lactobacillus_1045790_1047967_1_1_0_0_0,3
Lactobacillus_1045793_1047716_1_1_0_0_0,3
Lactobacillus_1045795_1047847_1_1_0_0_0,3
Lactobacillus_1045795_1048168_1_1_0_0_0,3
Lactobacillus_1045826_1048273_1_1_0_0_0,4
Lactobacillus_1045828_1047773_1_1_0_0_0,3
Lactobacillus_1045829_1047847_1_1_0_0_0,3
Lactobacillus_1045842_1047929_1_1_0_0_0,3
Lactobacillus_1045847_1048093_1_1_0_0_0,3
Lactobacillus_1045854_1047943_1_1_0_0_0,3
Lactobacillus_1045866_1048033_1_1_0_0_0,4
Lactobacillus_1045908_1048030_1_1_0_0_0,3
Lactobacillus_1045927_1048263_1_1_0_0_0,3
Lactobacillus_1045938_1048069_1_1_0_0_0,3
Lactobacillus_1045951_1048034_1_1_0_0_0,3
Lactobacillus_1045986_1048295_1_1_0_0_0,3
Lactobacillus_1046026_1048042_1_1_0_0_0,3
Lactobacillus_1046066_1048283_1_1_0_0_1,3
Lactobacillus_1046119_1048299_1_1_0_0_0,3
Lactobacillus_1046119_1048318_1_1_0_0_0,3
Lactobacillus_1046123_1048045_1_1_0_0_1,3
Lactobacillus_1046217_1048297_1_1_0_0_0,3
Lactobacillus_1046230_1048292_1_1_0_0_0,3
Lactobacillus_1046259_1048321_1_1_0_0_0,3
Lactobacillus_1046356_1048308_1_1_0_0_0,3
Lactobacillus_1046358_1048273_1_1_0_0_2,3
Lactobacillus_1046376_1048038_1_1_0_0_0,3
Lactobacillus_1046403_1048267_1_1_0_0_0,3
Lactobacillus_1046486_1048281_1_1_0_0_0,3
Lactobacillus_1048028_1050060_1_1_0_0_0,3
Lactobacillus_1048036_1050020_1_1_0_0_0,3
Lactobacillus_1048036_1050133_1_1_0_0_0,3
Lactobacillus_1048045_1050758_1_1_0_0_0,3
Lactobacillus_1048053_1050090_1_1_0_0_0,3
Lactobacillus_1048055_1049922_1_1_0_0_0,3
Lactobacillus_1048060_1050003_1_1_0_0_0,3
Lactobacillus_1048067_1050124_1_1_0_0_0,3
Lactobacillus_1048072_1050362_1_1_0_0_0,3
Lactobacillus_1048274_1050132_1_1_0_0_0,3
